SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Mobile/Manufactured Home,25 N Emperor Dr,Concord,NH,03303,109900,3,1.5,Concord,1124,,1977,6,98,545,Active,,,https://www.redfin.com/NH/Concord/25-N-Emperor-Dr-03303/home/103047452,PrimeMLS,4978028,N,Y,43.2555688,-71.5855508
MLS Listing,,Multi-Family (2-4 Unit),70 Centre St,Concord,NH,03301,429000,4,1.0,Concord,2739,6098,1890,6,157,,Active,,,https://www.redfin.com/NH/Concord/70-Centre-St-03301/home/88316220,PrimeMLS,4978021,N,Y,43.2060187,-71.5440426
MLS Listing,,Vacant Land,Chestnut Pond Rd,Epsom,NH,03234,179000,,,Epsom,,447361,,6,,,Active,,,https://www.redfin.com/NH/Epsom/Chestnut-Pond-Rd-03234/home/88183363,PrimeMLS,4977988,N,Y,43.246778,-71.287158
MLS Listing,,Mobile/Manufactured Home,17 Bishop Ln,Epsom,NH,03234,139900,2,1.0,Epsom,600,,1973,6,233,,Active,,,https://www.redfin.com/NH/Epsom/17-Bishop-Ln-03234/home/109861933,PrimeMLS,4977968,N,Y,43.1939316,-71.3815328
MLS Listing,,Single Family Residential,4 Forest Ln,Boscawen,NH,03303,349900,3,1.0,Boscawen,1273,33105,1970,6,275,,Active,,,https://www.redfin.com/NH/Boscawen/4-Forest-Ln-03303/home/87548068,PrimeMLS,4977966,N,Y,43.3500451,-71.6426062
MLS Listing,,Townhouse,8 Bluffs Dr,Concord,NH,03303,279000,3,1.5,Concord,1070,,1985,6,261,345,Active,,,https://www.redfin.com/NH/Concord/8-Bluffs-Dr-03303/home/103048048,PrimeMLS,4977958,N,Y,43.2740841,-71.606699
MLS Listing,,Single Family Residential,17 Riverview Dr,Franklin,NH,03235,690000,4,3.0,Franklin,2136,104544,2023,6,323,,Active,,,https://www.redfin.com/NH/Franklin/17-Riverview-Dr-03235/home/188587601,PrimeMLS,4977936,N,Y,43.45788,-71.6490445
MLS Listing,,Single Family Residential,767 Kearsarge Ave,Hopkinton,NH,03229,749000,3,2.5,Hopkinton,2196,130680,2023,6,341,,Active,,,https://www.redfin.com/NH/Hopkinton/767-Kearsarge-Ave-03229/home/186232038,PrimeMLS,4977919,N,Y,43.2382914,-71.7350818
MLS Listing,,Condo/Co-op,23 Quince Hill Dr,Hooksett,NH,03106,649900,2,2.0,Hooksett,2290,,2018,7,284,300,Active,,,https://www.redfin.com/NH/Hooksett/23-Quince-Hill-Dr-03106/home/188607091,PrimeMLS,4977892,N,Y,43.055388,-71.4292229
MLS Listing,,Single Family Residential,80 Merrimack St,Hooksett,NH,03106,499900,4,3.0,Hooksett,2675,6969,1900,7,187,,Active,,,https://www.redfin.com/NH/Hooksett/80-Merrimack-St-03106/home/96611730,PrimeMLS,4977870,N,Y,43.1014938,-71.4642347
MLS Listing,,Single Family Residential,60 Crescent St,Hill,NH,03243,314900,4,1.0,Hill,1768,21344,1941,7,178,,Active,,,https://www.redfin.com/NH/Hill/60-Crescent-St-03243/home/81577086,PrimeMLS,4977856,N,Y,43.5251552,-71.6976891
MLS Listing,,Single Family Residential,890 Wellington Way,Pembroke,NH,03275,629000,4,2.5,Pembroke,2388,69260,2002,7,263,,Active,,,https://www.redfin.com/NH/Pembroke/890-Wellington-Way-03275/home/96606100,PrimeMLS,4977850,N,Y,43.2283337,-71.461081
MLS Listing,,Single Family Residential,195 Village Rd,Wilmot,NH,03287,350000,3,2.0,Wilmot,1528,26136,1940,7,229,,Active,,,https://www.redfin.com/NH/Wilmot/195-Village-Rd-03287/home/88299374,PrimeMLS,4977840,N,Y,43.415107,-71.906372
MLS Listing,,Mobile/Manufactured Home,26 Parkwood Dr,Allenstown,NH,03275,180000,3,2.0,Allenstown,1120,,2013,7,161,565,Active,,,https://www.redfin.com/NH/Allenstown/26-Parkwood-Dr-03275/home/88188602,PrimeMLS,4977798,N,Y,43.1216857,-71.4350161
MLS Listing,,Single Family Residential,16 Lawrence St,Concord,NH,03301,407500,2,2.0,Concord,1179,15681,2002,7,346,,Active,,,https://www.redfin.com/NH/Concord/16-Lawrence-St-03301/home/103048744,PrimeMLS,4977789,N,Y,43.2211326,-71.49888
MLS Listing,,Condo/Co-op,10 Whittaker Cir,Concord,NH,03303,314900,3,2.0,Concord,1865,,1986,8,169,345,Active,,,https://www.redfin.com/NH/Concord/10-Whittaker-Cir-03303/home/96525515,PrimeMLS,4977709,N,Y,43.2749906,-71.6081999
MLS Listing,,Single Family Residential,224 Baptist Rd,Canterbury,NH,03224,589900,3,3.0,Canterbury,2268,88862,1999,8,260,,Active,,,https://www.redfin.com/NH/Canterbury/224-Baptist-Rd-03224/home/96475106,PrimeMLS,4977704,N,Y,43.3451973,-71.5271644
MLS Listing,,Single Family Residential,104 Union Rd,Northfield,NH,03276,489900,3,2.0,Northfield,1456,73180,2024,8,336,,Active,,,https://www.redfin.com/NH/Northfield/104-Union-Rd-03276/home/88190049,PrimeMLS,4977703,N,Y,43.384711,-71.628296
MLS Listing,,Single Family Residential,31 Reserve Pl,Concord,NH,03301,1350000,4,4.5,Concord,3959,87555,2004,9,341,,Active,,,https://www.redfin.com/NH/Concord/31-Reserve-Pl-03301/home/103048201,PrimeMLS,4977680,N,Y,43.2018452,-71.6154646
MLS Listing,,Single Family Residential,2 S SULLOWAY St,Franklin,NH,03235,189900,2,1.5,Franklin,1563,7840,1938,9,121,,Active,,,https://www.redfin.com/NH/Franklin/2-S-Sulloway-St-03235/home/88274744,PrimeMLS,4977674,N,Y,43.4497323,-71.6460363
MLS Listing,,Single Family Residential,256 Loudon Rd,Pittsfield,NH,03263,329000,4,3.0,Pittsfield,1652,66211,1900,9,199,,Active,,,https://www.redfin.com/NH/Pittsfield/256-Loudon-Rd-03263/home/108619392,PrimeMLS,4977662,N,Y,43.3132788,-71.3531997
MLS Listing,,Single Family Residential,83 Prospect St,Henniker,NH,03242,399000,6,2.0,Henniker,2400,7405,2007,9,166,,Active,,,https://www.redfin.com/NH/Henniker/83-Prospect-St-03242/home/143900629,PrimeMLS,4977613,N,Y,43.182076,-71.825284
MLS Listing,,Single Family Residential,742 Route 103 W,Warner,NH,03278,395000,3,2.0,Warner,1711,804553,1989,10,231,,Active,,,https://www.redfin.com/NH/Warner/742-New-Hampshire-Route-103-03278/home/188555451,PrimeMLS,4977580,N,Y,43.28286570684855,-71.89726654232787
MLS Listing,,Multi-Family (5+ Unit),8 Meadow Lark Ln,Epsom,NH,03234,575000,,6.0,Epsom,4799,958320,1786,11,120,,Active,,,https://www.redfin.com/NH/Epsom/8-Meadow-Lark-Ln-03234/home/108635772,PrimeMLS,4977532,N,Y,43.2193082,-71.2916824
MLS Listing,,Single Family Residential,131 Webster Mills Rd,Chichester,NH,03258,349900,3,1.5,Chichester,1300,43560,1790,12,269,,Active,,,https://www.redfin.com/NH/Chichester/131-Webster-Mills-Rd-03258/home/88197322,PrimeMLS,4977477,N,Y,43.2831553,-71.3553569
MLS Listing,,Single Family Residential,416 Blane Cir #52,Pembroke,NH,03275,689900,3,2.5,Pembroke,2175,,2023,12,317,195,Active,,,https://www.redfin.com/NH/Pembroke/416-Blane-Cir-03275/unit-52/home/188535005,PrimeMLS,4977464,N,Y,43.147816,-71.447394
MLS Listing,,Single Family Residential,212 Clothespin Bridge Rd,Webster,NH,03303,499900,4,2.5,Webster,3274,31798,1972,12,153,,Active,,,https://www.redfin.com/NH/Webster/212-Clothespin-Bridge-Rd-03303/home/88110415,PrimeMLS,4977449,N,Y,43.3045745,-71.7054566
MLS Listing,,Mobile/Manufactured Home,G32 Rabbit Hill Rd,Hopkinton,NH,03229,45000,1,1.0,Hopkinton,396,,2013,13,114,,Active,,,https://www.redfin.com/NH/Hopkinton/G32-Rabbit-Hill-RD-03229/home/188520012,PrimeMLS,4977377,N,Y,43.204526571669156,-71.75179578742983
MLS Listing,,Condo/Co-op,22 Violet Way #76,Loudon,NH,03307,450000,2,1.5,Loudon,1558,,2014,13,289,250,Active,,,https://www.redfin.com/NH/Loudon/22-Violet-Way-03307/unit-76/home/188517072,PrimeMLS,4977349,N,Y,43.2800306,-71.4743914
MLS Listing,,Vacant Land,2368 Hopkinton Rd,Hopkinton,NH,03229,325000,,,Hopkinton,,382456,,13,,,Active,,,https://www.redfin.com/NH/Hopkinton/2368-Hopkinton-Rd-03229/home/188513706,PrimeMLS,4977301,N,Y,43.2052762,-71.6860353
MLS Listing,,Single Family Residential,101 Northwood Ln,New London,NH,03257,599000,3,2.5,New London,2128,95832,2011,13,281,,Active,November-25-2023 11:00 AM,November-25-2023 01:00 PM,https://www.redfin.com/NH/New-London/101-Northwood-Ln-03257/home/103044714,PrimeMLS,4977298,N,Y,43.4011745,-72.0229042
MLS Listing,,Single Family Residential,837 Hopkinton Rd,Hopkinton,NH,03229,599000,4,2.5,Hopkinton,3159,172933,1950,13,190,,Active,,,https://www.redfin.com/NH/Hopkinton/837-Hopkinton-Rd-03229/home/88303572,PrimeMLS,4977260,N,Y,43.1906538,-71.6341696
MLS Listing,,Single Family Residential,516 Hall St,Bow,NH,03304,281900,2,1.0,Bow,842,10890,1928,13,335,,Active,,,https://www.redfin.com/NH/Bow/516-Hall-St-03304/home/87988336,PrimeMLS,4977229,N,Y,43.1745855,-71.5262029
MLS Listing,,Single Family Residential,310 Highland Dr,Henniker,NH,03242,589900,3,2.5,Henniker,1908,87555,1996,14,309,,Active,,,https://www.redfin.com/NH/Henniker/310-Highland-Dr-03242/home/143900994,PrimeMLS,4977220,N,Y,43.1826322,-71.7617152
MLS Listing,,Single Family Residential,135 Swamp Rd,Epsom,NH,03234,649000,5,3.0,Epsom,3160,498761,2004,14,205,,Active,,,https://www.redfin.com/NH/Epsom/135-Swamp-Rd-03234/home/108635800,PrimeMLS,4977181,N,Y,43.184744,-71.350048
MLS Listing,,Single Family Residential,10 Eagle Perch Dr #12,Boscawen,NH,03303,599900,3,2.5,Boscawen,1832,32234,2024,14,327,,Active,November-26-2023 12:00 PM,November-26-2023 01:30 PM,https://www.redfin.com/NH/Boscawen/10-Eagle-Perch-DR-03303/unit-12/home/188499674,PrimeMLS,4977174,N,Y,43.293448605322894,-71.60145916267395
MLS Listing,,Single Family Residential,3 Cambridge St,Concord,NH,03301,500000,4,1.5,Concord,2509,4791,1850,14,199,,Active,,,https://www.redfin.com/NH/Concord/3-Cambridge-St-03301/home/88315490,PrimeMLS,4977087,N,Y,43.224651,-71.501612
MLS Listing,,Single Family Residential,27 Bailey Rd,Chichester,NH,03258,499000,3,3.0,Chichester,3599,217800,1976,14,139,,Active,,,https://www.redfin.com/NH/Chichester/27-Bailey-Rd-03258/home/88196913,PrimeMLS,4977076,N,Y,43.240955,-71.443138
MLS Listing,,Mobile/Manufactured Home,24 Fairfield Dr,Concord,NH,03301,175000,2,1.0,Concord,1152,,1972,15,152,512,Active,,,https://www.redfin.com/NH/Concord/24-Fairfield-Dr-03301/home/103047124,PrimeMLS,4973456,N,Y,43.1969988,-71.5129749
MLS Listing,,Vacant Land,370 Tucker Mountain Rd,Andover,NH,03216,420000,,,Andover,,2863198,,15,,,Active,,,https://www.redfin.com/NH/Andover/370-Tucker-Mountain-Rd-03216/home/88288994,PrimeMLS,4976997,N,Y,43.482235,-71.755618
MLS Listing,,Single Family Residential,4 Wethersfield Dr,Northfield,NH,03276,539900,3,2.5,Northfield,2120,124581,1999,15,255,,Active,,,https://www.redfin.com/NH/Northfield/4-Wethersfield-Dr-03276/home/88190377,PrimeMLS,4976972,N,Y,43.440469,-71.5392204
MLS Listing,,Vacant Land,3 Baker Rd Lot 3,Sutton,NH,03260,475000,,,Sutton,,540144,,16,,,Active,,,https://www.redfin.com/NH/Sutton/3-Baker-RD-03260/unit-3/home/188467095,PrimeMLS,4976930,N,Y,43.397447413148484,-71.92085210571288
MLS Listing,,Vacant Land,2 Baker Rd Lot 2,Sutton,NH,03260,450000,,,Sutton,,527076,,16,,,Active,,,https://www.redfin.com/NH/Sutton/2-Baker-RD-03260/unit-2/home/188467090,PrimeMLS,4976929,N,Y,43.39752521301208,-71.92114082494389
MLS Listing,,Vacant Land,1 Baker Rd Lot 1,Sutton,NH,03266,450000,,,Sutton,,522720,,16,,,Active,,,https://www.redfin.com/NH/Dorchester/1-Baker-RD-03266/unit-1/home/188467085,PrimeMLS,4976928,N,Y,43.39878846869192,-71.92454599740601
MLS Listing,,Single Family Residential,80 Blaisdell Hill Rd,Sutton,NH,03273,749000,4,3.0,Sutton,3206,213444,1966,16,234,,Active,,,https://www.redfin.com/NH/Sutton/80-Blaisdell-Hill-RD-03273/home/188466815,PrimeMLS,4976923,N,Y,43.28896861914425,-71.929533
MLS Listing,,Single Family Residential,11 Deer Ln,Epsom,NH,03234,515000,4,2.0,Epsom,1778,103237,1999,16,290,,Active,,,https://www.redfin.com/NH/Epsom/11-Deer-Ln-03234/home/108635962,PrimeMLS,4976882,N,Y,43.2139404,-71.3422857
MLS Listing,,Single Family Residential,460 Knights Hill Rd,New London,NH,03257,549000,3,2.0,New London,2247,31363,1965,16,244,,Active,,,https://www.redfin.com/NH/New-London/460-Knights-Hill-Rd-03257/home/88290069,PrimeMLS,4976839,N,Y,43.4074335,-71.9926233
MLS Listing,,Condo/Co-op,6A Rowes Corner Ln Unit A,Hooksett,NH,03106,430000,3,1.5,Hooksett,1799,130680,2018,18,239,,Active,,,https://www.redfin.com/NH/Hooksett/6-Rowes-Corner-Ln-03106/unit-A/home/171176686,PrimeMLS,4976768,N,Y,43.0697914,-71.3862202
MLS Listing,,Vacant Land,33 & 41 US Route 4 Lot 33,Danbury,NH,03230,110000,,,Danbury,,300564,,18,,,Active,,,https://www.redfin.com/NH/Danbury/33-U-S-4-03230/unit-33/home/188437547,PrimeMLS,4976752,N,Y,43.553358,-71.8995747
MLS Listing,,Single Family Residential,220 Eaton Rd,Pittsfield,NH,03263,399900,2,1.5,Pittsfield,1800,94960,1840,19,222,,Active,,,https://www.redfin.com/NH/Pittsfield/220-Eaton-Rd-03263/home/108619636,PrimeMLS,4976724,N,Y,43.3288987,-71.3498478
MLS Listing,,Single Family Residential,4 Pinewood Dr,Hopkinton,NH,03229,379000,2,1.0,Hopkinton,1800,27007,1982,19,211,,Active,,,https://www.redfin.com/NH/Hopkinton/4-Pinewood-Dr-03229/home/88303737,PrimeMLS,4976632,N,Y,43.226479,-71.726894
MLS Listing,,Vacant Land,102 Colburn Farm Rd,Newbury,NH,03255,85000,,,Newbury,,87120,,20,,,Active,,,https://www.redfin.com/NH/Newbury/102-Colburn-Farm-Rd-03255/home/103038655,PrimeMLS,4976568,N,Y,43.309529,-72.01591
MLS Listing,,Single Family Residential,6 Marlboro Rd,Boscawen,NH,03303,159900,2,2.0,Boscawen,996,24829,1972,20,161,,Active,,,https://www.redfin.com/NH/Boscawen/6-Marlboro-Rd-03303/home/88129336,PrimeMLS,4976546,N,Y,43.3196772,-71.6463608
MLS Listing,,Single Family Residential,33 Island Rd,Concord,NH,03303,325000,1,1.0,Concord,751,4356,1911,20,433,,Active,,,https://www.redfin.com/NH/Concord/33-Island-Rd-03303/home/88314080,PrimeMLS,4976535,N,Y,43.2060389,-71.542055
MLS Listing,,Single Family Residential,278 North Rd,Salisbury,NH,03235,449600,3,2.5,Salisbury,2228,226947,2001,20,202,,Active,,,https://www.redfin.com/NH/Franklin/278-North-Rd-03235/home/88198153,PrimeMLS,4976440,N,Y,43.4179356,-71.7036028
MLS Listing,,Single Family Residential,1440 Battle St,Webster,NH,03303,379900,3,2.0,Webster,2136,43560,1942,20,178,,Active,,,https://www.redfin.com/NH/Webster/1440-Battle-St-03303/home/88110742,PrimeMLS,4976429,N,Y,43.3436333,-71.7261724
MLS Listing,,Single Family Residential,926 Route 103 E,Warner,NH,03278,329900,2,1.0,Warner,1215,39639,1850,21,272,,Active,,,https://www.redfin.com/NH/Warner/926-Route-103-E-03278/home/109728367,PrimeMLS,4976299,N,Y,43.246375,-71.728147
MLS Listing,,Single Family Residential,16 Eagle Perch Dr #9,Boscawen,NH,03303,799900,3,2.5,Boscawen,2621,31798,2024,22,305,,Active,November-26-2023 12:00 PM,November-26-2023 01:30 PM,https://www.redfin.com/NH/Boscawen/16-Eagle-Perch-DR-03303/unit-9/home/188218593,PrimeMLS,4976202,N,Y,43.293643829906955,-71.60137333198547
MLS Listing,,Single Family Residential,20 High St,Boscawen,NH,03303,199900,6,3.0,Boscawen,3831,77972,1910,22,52,,Active,,,https://www.redfin.com/NH/Boscawen/20-High-St-03303/home/88129536,PrimeMLS,4976190,N,Y,43.3222997,-71.6294645
MLS Listing,,Single Family Residential,1 Eagle Nest Dr,Franklin,NH,03235,275000,3,2.0,Franklin,1519,,2013,22,181,,Active,,,https://www.redfin.com/NH/Franklin/1-Eagle-Nest-Dr-03235/home/96507677,PrimeMLS,4975849,N,Y,43.4615451,-71.6434869
MLS Listing,,Multi-Family (5+ Unit),2 Depot St,Pittsfield,NH,03263,499000,,,Pittsfield,5483,7840,1871,22,91,,Active,,,https://www.redfin.com/NH/Pittsfield/2-Depot-St-03263/home/108619339,PrimeMLS,4976144,N,Y,43.3057632,-71.3249419
MLS Listing,,Vacant Land,0 Pound Rd,Sutton,NH,03221,58000,,,Sutton,,87120,,23,,,Active,,,https://www.redfin.com/NH/Sutton/0-POUND-RD-03231/home/172747079,PrimeMLS,4976086,N,Y,43.26469999999999,-71.9538463558197
MLS Listing,,Condo/Co-op,00 Village Way #40,Northfield,NH,03276,549900,2,2.0,Northfield,1574,,2023,23,349,250,Active,,,https://www.redfin.com/NH/Northfield/Village-WAY-03276/unit-40/home/188206951,PrimeMLS,4976081,N,Y,43.44035108559843,-71.62444698715208
MLS Listing,,Vacant Land,11 Thompson Rd,Pittsfield,NH,03263,210000,,,Pittsfield,,299692,,25,,,Active,,,https://www.redfin.com/NH/Pittsfield/11-Thompson-Rd-03263/home/88111161,PrimeMLS,4975952,N,Y,43.272647,-71.285895
MLS Listing,,Single Family Residential,82-A Sawmill Rd Lot 82-A,Bow,NH,03304,959900,4,2.5,Bow,2914,43560,,25,329,,Active,,,https://www.redfin.com/NH/Bow/82-A-Sawmill-RD-03304/unit-82-A/home/188197542,PrimeMLS,4975948,N,Y,43.14212525452052,-71.5538519683838
MLS Listing,,Mobile/Manufactured Home,37 Diana Dr,Northfield,NH,03276,379900,4,2.0,Northfield,1814,21780,2023,26,209,,Active,,,https://www.redfin.com/NH/Northfield/37-Diana-Dr-03276/home/88189706,PrimeMLS,4975916,N,Y,43.4217889,-71.581301
MLS Listing,,Single Family Residential,117 Rand Rd,Northfield,NH,03276,499000,3,3.0,Northfield,2509,118047,1994,26,199,,Active,,,https://www.redfin.com/NH/Northfield/117-Rand-Rd-03276/home/88189863,PrimeMLS,4975771,N,Y,43.4214399,-71.5349544
MLS Listing,,Single Family Residential,123 Webster lake Rd,Franklin,NH,03235-2420,429900,3,1.5,Franklin,2596,101930,1950,27,166,,Active,,,https://www.redfin.com/NH/Franklin/123-Webster-Lake-Rd-03235/home/108662221,PrimeMLS,4975754,N,Y,43.4567657,-71.6726887
MLS Listing,,Single Family Residential,13 Manchester Dr,Webster,NH,03303,350000,2,1.0,Webster,1223,39639,1988,27,286,8,Active,,,https://www.redfin.com/NH/Webster/13-Manchester-Dr-03303/home/88110635,PrimeMLS,4975601,N,Y,43.2787743,-71.6755391
MLS Listing,,Vacant Land,NH Route 106/Loudon Ridge Rd Lot 10,Loudon,NH,03307,99000,,,Loudon,,226512,,27,,,Active,,,https://www.redfin.com/NH/Loudon/106-Loudon-Ridge-Rd-03307/unit-10/home/188180764,PrimeMLS,4975596,N,Y,43.350433,-71.3983956
MLS Listing,,Mobile/Manufactured Home,27 Hillside Dr,Allenstown,NH,03275,185000,3,2.0,Allenstown,1286,,2011,28,144,510,Active,,,https://www.redfin.com/NH/Allenstown/27-Hillside-Dr-03275/home/88188743,PrimeMLS,4975507,N,Y,43.1542869,-71.3726724
MLS Listing,,Single Family Residential,207 Chance Pond Rd,Franklin,NH,03235,209900,4,1.0,Franklin,2640,135036,1800,28,80,,Active,,,https://www.redfin.com/NH/Franklin/207-Chance-Pond-Rd-03235/home/96566376,PrimeMLS,4975469,N,Y,43.448926,-71.668888
MLS Listing,,Single Family Residential,143 Brookview Dr,Hooksett,NH,03106,729900,3,2.5,Hooksett,2396,23958,2019,28,305,,Active,,,https://www.redfin.com/NH/Hooksett/143-Brookview-Dr-03106/home/112752154,PrimeMLS,4975408,N,Y,43.0152185,-71.4104783
MLS Listing,,Vacant Land,West Rd,Bradford,NH,03221,114900,,,Bradford,,527511,,30,,,Active,,,https://www.redfin.com/NH/Bradford/West-Rd-03221/home/88181575,PrimeMLS,4975251,N,Y,43.24116,-71.990927
MLS Listing,,Condo/Co-op,43 Black Hall Rd Unit G2,Epsom,NH,03234,499999,2,2.0,Epsom,1358,,2010,30,368,250,Active,,,https://www.redfin.com/NH/Epsom/43-Black-Hall-Rd-03234/unit-G2/home/96472464,PrimeMLS,4975189,N,Y,43.2225418,-71.3480139
MLS Listing,,Single Family Residential,12 Main St,Allenstown,NH,03275,450000,5,2.0,Allenstown,2736,19166,1958,31,164,,Active,,,https://www.redfin.com/NH/Allenstown/12-Main-St-03275/home/88188899,PrimeMLS,4974295,N,Y,43.1222474,-71.4550285
MLS Listing,,Single Family Residential,77 Lakewood Mnr,Newbury,NH,03255,895000,2,2.0,Newbury,1872,9147,1970,33,478,,Active,,,https://www.redfin.com/NH/Newbury/77-Lakewood-Manor-Rd-03255/home/96668582,PrimeMLS,4974979,N,Y,43.3367082,-72.0534134
MLS Listing,,Single Family Residential,1 Andrea Ave,Hooksett,NH,03106,499900,3,2.0,Hooksett,1972,93654,1980,34,253,,Active,,,https://www.redfin.com/NH/Hooksett/1-Andrea-Ave-03106/home/103018722,PrimeMLS,4974851,N,Y,43.0711327,-71.3762908
MLS Listing,,Vacant Land,0 Chadwick Ln,Wilmot,NH,03287,838000,,,Wilmot,,1960200,,34,,,Active,,,https://www.redfin.com/NH/Wilmot/0-Chadwick-Ln-03287/home/188120933,PrimeMLS,4974825,N,Y,43.3986911,-71.8808793
MLS Listing,,Single Family Residential,314 Bradley Lake Rd,Andover,NH,03216,299000,1,1.0,Andover,810,26136,1945,34,369,,Active,,,https://www.redfin.com/NH/Andover/314-Bradley-Lake-Rd-03216/home/88288673,PrimeMLS,4974779,N,Y,43.413212,-71.823334
MLS Listing,,Multi-Family (2-4 Unit),17 Bye St,Concord,NH,03303,450000,3,3.0,Concord,2396,29185,1900,34,188,,Active,,,https://www.redfin.com/NH/Concord/17-Bye-St-03303/home/88318350,PrimeMLS,4974725,N,Y,43.2834486,-71.5955613
